2.0 0.016754422699999997 0.00042781186233815406
3.0 0.0190484817 0.00030015252278657654
4.0 0.020698133500000004 0.0002369085428143758
5.0 0.021730465999999997 0.00021465888891136864
6.0 0.023550877500000005 0.00017756894924903337
7.0 0.025363888499999994 0.00017336473942375385
8.0 0.026285858999999995 0.00015023386363937746
9.0 0.027847250499999997 0.0001461347813066295
10.0 0.029353123999999994 0.00014886055279189156
11.0 0.030652491000000007 0.00014648276664068211
12.0 0.032116923000000026 0.000140821331920895
13.0 0.033403903999999984 0.00012870007234468687
14.0 0.0351006335 0.00013785748950711664
15.0 0.036622860000000014 0.00012372919278706498
16.0 0.03767739099999998 0.00013951082481404977
17.0 0.039531156000000005 0.0001357348587697583
18.0 0.041024245500000014 0.0001272753652179224
19.0 0.04275631400000004 0.00013195960465355145
20.0 0.044184414500000005 0.00013099777774285557
21.0 0.045854648500000005 0.00013629833202041206
22.0 0.04737318099999996 0.0001316146644248021
23.0 0.049101359000000046 0.0001363982731219433
24.0 0.05066346550000003 0.00013822062763501632
25.0 0.05242476500000001 0.00013234958707859418
26.0 0.05404566249999996 0.00012217847691317353
27.0 0.05558024100000001 0.00012499534483832291
28.0 0.057081515000000006 0.0001453771770046599
29.0 0.05849912499999998 0.000152926453505546
30.0 0.05978002249999997 0.00014526150951456825
31.0 0.060857758999999984 0.00014939818396807837
32.0 0.06149575399999998 0.00014189235967305614
33.0 0.06254449899999999 0.0001770424390651736
34.0 0.06336231950000001 0.0001661367367950668
35.0 0.064204101 0.00017317437654849465
36.0 0.06441993950000006 0.0001916000800595943
37.0 0.06545353850000002 0.00019266207883609568
38.0 0.06537417799999998 0.0002027535798903977
39.0 0.06601116800000001 0.00023715841285694276
40.0 0.06623075100000002 0.0002662977951467022
41.0 0.06617727849999998 0.00029399362941759366
42.0 0.06625628349999997 0.00032549692809979145
43.0 0.06615278200000003 0.00035440051656648706
44.0 0.06613821949999998 0.0004013527424494659
45.0 0.06658916649999996 0.0004898922125311158
46.0 0.06653543250000003 0.0005875756598303695
47.0 0.06520118693467335 0.0006155288268015355
48.0 0.06603090461538459 0.0008859910937129498
49.0 0.06565457287234042 0.001188366311719966
50.0 0.067091368627451 0.0014166450981580572
51.0 0.0641767201923077 0.0016224343160337416
52.0 0.06512676891891891 0.0022604095757856177
53.0 0.062592596875 0.0023156844434757936
54.0 0.06691126153846154 0.002778151441716247
55.0 0.0665780789473684 0.0037369221993286167
56.0 0.06309523333333333 0.005368886590077229
57.0 0.06755528181818182 0.006100488993244248
58.0 0.06735226666666666 0.011101940114132205
59.0 0.094097 0.0
