1 11.7581
2 13.7351
3 13.8789
4 13.8815
5 14.6914
6 14.1419
7 14.5106
8 14.3625
9 14.4424
10 14.7468
11 14.6804
12 15.0826
13 15.24
14 15.426
15 15.3897
16 15.6734
17 15.3878
18 15.8655
19 15.9333
20 16.0978
21 15.772
22 15.9607
23 14.8412
24 16.2639
25 16.0829
26 16.707
27 16.134
28 16.0548
29 16.1566
30 16.2206
31 16.8196
32 15.6418
33 15.8182
34 16.988
35 16.1534
36 16.2593
37 16.8547
38 16.9737
39 16.2897
40 17.3562
41 14.687
42 15.3095
43 15.0698
44 17.3068
45 16.5889
46 15.2174
47 18.0496
48 17.8438
50 12.5
52 16.4615
58 17.931
60 17.2833
61 16.0328
63 16.746
66 15.8485
