#fraction  weak_link_removal_lcc susceptibility strong_link_removal_lcc susceptibility
0 0.9958 0.0176 0.9958 0.0176 10.8636
0.02 0.9942 0.0306 0.9955 0.0179 10.6463
0.04 0.9939 0.0315 0.9953 0.0179 10.4291
0.06 0.9928 0.038 0.9953 0.0179 10.2118
0.08 0.9908 0.0546 0.9948 0.0186 9.99452
0.1 0.9857 0.1651 0.9941 0.0197 9.77725
0.12 0.9803 0.2091 0.994 0.0198 9.55998
0.14 0.9709 0.4025 0.9939 0.0197 9.3427
0.16 0.9578 0.587 0.9937 0.0201 9.12543
0.18 0.9496 0.6942 0.9932 0.0204 8.90816
0.2 0.9396 0.8158 0.993 0.0208 8.69089
0.22 0.9298 0.8894 0.9929 0.0209 8.47362
0.24 0.9151 1.0647 0.9921 0.0241 8.25634
0.245 0.9001 1.3673 0.9918 0.0244 8.20202
0.25 0.8924 1.7026 0.9918 0.0244 8.14771
0.26 0.8851 1.9403 0.9915 0.0247 8.03907
0.27 0.8707 2.2395 0.9911 0.0245 7.93043
0.275 0.8545 3.6019 0.9908 0.0248 7.87612
0.28 0.8429 3.8577 0.9908 0.0248 7.8218
0.29 0.8306 4.031 0.9905 0.0251 7.71316
0.3 0.8189 4.2075 0.99 0.025 7.60453
0.32 0.8032 4.5872 0.9887 0.0271 7.38725
0.325 0.7854 5.1758 0.9885 0.0273 7.33294
0.33 0.7812 5.2144 0.9879 0.0281 7.27862
0.34 0.7781 5.1473 0.987 0.0292 7.16998
0.35 0.766 5.403 0.9867 0.0295 7.06135
0.36 0.7483 6.0563 0.9856 0.0324 6.95271
0.365 0.7324 7.798 0.9854 0.0326 6.89839
0.37 0.7271 7.8741 0.9851 0.0329 6.84407
0.38 0.7219 7.9007 0.9848 0.033 6.73544
0.39 0.7043 9.0043 0.9843 0.0329 6.6268
0.395 0.6871 9.6093 0.9839 0.0335 6.57248
0.4 0.6785 10.0939 0.9837 0.0335 6.51817
0.41 0.6656 10.2388 0.982 0.0368 6.40953
0.415 0.6635 10.2495 0.9813 0.0377 6.35521
0.4175 0.6459 11.5427 0.981 0.0372 6.32805
0.42 0.6405 11.7785 0.9809 0.0373 6.30089
0.43 0.631 11.795 0.9799 0.0393 6.19226
0.435 0.6266 11.7922 0.9795 0.0397 6.13794
0.435625 0.6258 11.796 0.9795 0.0397 6.13115
0.435938 0.6258 11.796 0.9795 0.0397 6.12775
0.436094 0.6258 11.796 0.9795 0.0397 6.12606
0.436172 0.5861 27.5569 0.9795 0.0397 6.12521
0.43625 0.5856 27.5594 0.9795 0.0397 6.12436
0.4375 0.5855 27.5595 0.9792 0.0406 6.11078
0.44 0.585 27.323 0.9789 0.0409 6.08362
0.45 0.5775 27.1857 0.978 0.0414 5.97498
0.46 0.559 27.5478 0.977 0.0424 5.86635
0.47 0.5483 27.0017 0.9758 0.0416 5.75771
0.475 0.5296 26.8406 0.9753 0.0415 5.70339
0.475313 0.5294 26.8408 0.9753 0.0415 5.7
0.475469 0.5294 26.8388 0.9753 0.0415 5.6983
0.475547 0.5013 34.7317 0.9753 0.0415 5.69745
0.475625 0.5013 34.7317 0.9753 0.0415 5.6966
0.47625 0.4913 35.1601 0.9751 0.0419 5.68982
0.4775 0.4896 35.0524 0.9746 0.0426 5.67624
0.48 0.4875 35.0633 0.9739 0.0427 5.64908
0.49 0.4705 35.1135 0.9727 0.0447 5.54044
0.5 0.454 29.1452 0.9708 0.0462 5.4318
0.505 0.4396 29.9264 0.9699 0.0477 5.37749
0.51 0.4303 30.0939 0.9691 0.0467 5.32317
0.5125 0.4233 30.1139 0.9683 0.0479 5.29601
0.512578 0.403 33.8488 0.9683 0.0479 5.29516
0.512656 0.403 33.8488 0.9683 0.0479 5.29431
