1 42.8226
2 182.046
3 389.677
4 697.009
5 817.702
6 1010.31
7 1397.26
8 1624.68
9 1920.93
10 2244.08
11 2615.25
12 2875.18
13 3269.16
14 3643.37
15 3850.29
16 4142.86
17 4351.1
18 5140.73
19 5823.53
20 6150.26
21 6663.75
22 7245.21
23 8176.88
24 8405.09
25 9187.73
26 8394.56
27 8814.6
28 9715.33
29 11986.9
30 10927.4
31 10366.2
32 12848.7
33 13462.8
34 12196.6
35 13929.2
36 16903.9
37 13176.2
38 16607.3
39 19077.5
40 24562.5
41 18740
42 11197
43 15449
44 11708.5
45 21330
46 20324.5
47 20967.7
48 16229
50 19755
52 16789
58 22263.5
60 29150
61 34277
63 15274
66 53885
