2 0.97351
3 0.945071
4 0.865563
5 0.831399
6 0.804318
7 0.754338
8 0.715254
9 0.677219
10 0.662869
11 0.628464
12 0.60745
13 0.577224
14 0.572405
15 0.524855
16 0.520693
17 0.49823
18 0.487291
19 0.479952
20 0.457186
21 0.43444
22 0.434865
23 0.392681
24 0.414991
25 0.385
26 0.389371
27 0.37227
28 0.343546
29 0.360738
30 0.337712
31 0.349951
32 0.324287
33 0.329991
34 0.325879
35 0.318355
36 0.295062
37 0.328641
38 0.315789
39 0.299325
40 0.304808
41 0.257724
42 0.289199
43 0.254707
44 0.256871
45 0.291414
46 0.237198
47 0.27197
48 0.269504
50 0.208163
52 0.215686
58 0.215064
60 0.201695
61 0.211475
63 0.169483
66 0.166434
